# submitted_item	validated_id	current_symbol
Q9VMU7	FBgn0031677	CG14036
Q59E00	FBgn0028572	qtc
Q9VZ23	FBgn0020255	Ran
Q9VMU8	FBgn0031676	senju
Q9VMV3	FBgn0260470	SP555
Q0E8T4	FBgn0260451	CG14042
Q9VMX1	FBgn0031659	CG14043
Q9VMY2	FBgn0031650	CG14044
Q9W4Z2	FBgn0040389	mRpL14
Q9W4Z4	FBgn0044047	Ilp6
Q9W4Z6	FBgn0040392	CG14050
M9PDL5	FBgn0029606	CG14052
Q9W510	FBgn0029603	CG14053
Q9W530	FBgn0029596	CG14054
E1JI31	FBgn0036696	Pop5
Q4V5V6	FBgn0036690	Ilp8
Q9V4Q8	FBgn0033210	U2A
Q9VAT7	FBgn0039598	aqrs
Q9VAU3	FBgn0039592	CG14062
Q9VAV8	FBgn0039584	beat-VI
Q9VKN2	FBgn0032315	CG14069
A0A0B4KF56	FBgn0033474	CG1407
Q9VKN4	FBgn0032313	CG14070
Q9VKN5	FBgn0032312	CG14071
Q9VKM9	FBgn0032318	CG14072
Q8IQT4	FBgn0036814	CG14073
Q9VVT4	FBgn0036818	CG14074
Q9VVV3	FBgn0036835	CG14075
Q9VVU7	FBgn0036829	Ir75d
Q9VVU8	FBgn0036830	CG14077
Q9VVW9	FBgn0036849	CG14079
Q9VVW5	FBgn0036844	Mkp3
B7Z071	FBgn0036851	CG14082
Q9VVX6	FBgn0260857	Bet1
Q9VVY0	FBgn0036859	CG14085
Q9VVY1	FBgn0036860	CG14086
Q9VVZ0	FBgn0036868	ms(3)76Ba
Q9VVX9	FBgn0036858	CG14088
Q9VVY2	FBgn0036861	CG14089
Q9W3P5	FBgn0029964	CG1409
Q9VVZ4	FBgn0036870	CG14095
Q9VVZ5	FBgn0036871	CG14096
Q9VW08	FBgn0260461	Rcd7
Q9VRH6	FBgn0024182	waw
Q9VW14	FBgn0036889	CG14100
Q9VW36	FBgn0036905	ms(3)76Ca
Q9VW36	FBgn0260434	CG42529
Q9VW38	FBgn0036906	CG14102
Q9VW40	FBgn0036908	TORIP
Q9VW42	FBgn0040786	CG14104
Q9VU70	FBgn0036359	CG14105
Q9VU69	FBgn0260459	CG14106
Q9VU61	FBgn0036351	CG14107
Q9VU75	FBgn0036364	CG14109
Q9V3N7	FBgn0023023	CRMP
Q8SXH1	FBgn0036352	CG14110
Q9VU60	FBgn0036350	CG14111
Q9VU59	FBgn0036349	SNCF
Q9VU56	FBgn0040814	CG14113
Q9VU47	FBgn0036343	CG14115
Q9VU24	FBgn0036323	CG14118
E1JJS2	FBgn0031118	RhoGAP19D
Q9VU22	FBgn0036321	CG14120
Q9VTZ2	FBgn0262524	ver
Q9VTX2	FBgn0036282	Smyd4-2
M9PFC1	FBgn0036232	CG14125
Q9VTQ3	FBgn0036219	CCDC151
Q4V4X9	FBgn0036218	Sprn
Q9VTP1	FBgn0036210	CG14130
M9PFB4	FBgn0036205	CG14131
Q9VTM7	FBgn0040817	CG14132
Q9VTM0	FBgn0036192	Pldn
M9PF64	FBgn0036193	CG14135
Q9VTK5	FBgn0036178	CG14137
O61348	FBgn0024251	bbx
Q8SX06	FBgn0036146	nkt
E1JID2	FBgn0036143	CG14142
R9PY30	FBgn0036138	CG14143
Q9VTE0	FBgn0036118	Blos2
Q9VTD2	FBgn0036112	CG14147
Q9VTC2	FBgn0036105	Blos4
Q9VTA1	FBgn0036089	CG14151
Q9VTA8	FBgn0036094	CG14153
Q8IQE5	FBgn0036093	CG14154
Q9VT90	FBgn0036078	Or67c
Q9VT92	FBgn0036080	Or67d
Q9V9Q4	FBgn0032961	CG1416
Q9VT78	FBgn0036066	CG14160
M9PC40	FBgn0040823	dpr6
Q9VT67	FBgn0036057	Hez
Q9VT52	FBgn0044050	Ilp3
M9PF54	FBgn0036044	Zasp67
Q04499	FBgn0003423	slgA
Q9VT50	FBgn0044051	Ilp1
Q9VT39	FBgn0036036	CG14174
Q9VT20	FBgn0036019	Or67b
A1Z823	FBgn0033468	CG1418
Q9VSU7	FBgn0035965	Use1
Q9VW61	FBgn0036922	CG14182
Q9VW72	FBgn0036931	CG14183
Q9VW73	FBgn0036932	CG14184
Q9VW77	FBgn0036936	CG14185
Q9VW76	FBgn0036935	CG14186
M9PFZ7	FBgn0036938	CG14187
Q9VWM7	FBgn0030979	CG14190
Q9VWM4	FBgn0030981	CG14191
Q9VWK9	FBgn0030994	HP1D3csd
M9PHY0	FBgn0030996	CG14194
Q9VWK4	FBgn0030998	CG14195
Q9VWK0	FBgn0031002	CG14196
Q9VWH8	FBgn0040890	ksh
Q9VAQ7	FBgn0039626	Slu7
M9NEP8	FBgn0031023	CG14200
Q9VWG6	FBgn0031032	CG14204
Q9VWG4	FBgn0031034	CG14205
Q9VWG3	FBgn0285947	RpS10b
M9NHC5	FBgn0031037	CG14207
X2JL95	FBgn0031038	Tyler
Q9VWG0	FBgn0031039	Shawn
Q9V9P8	FBgn0032966	CG1421
Q9VWF8	FBgn0031040	CG14210
Q9VWF4	FBgn0031044	MKP-4
Q9VWF3	FBgn0031045	CG14212
M9PF85	FBgn0031047	Rcd-1
Q9VWE9	FBgn0031049	Sec61gamma
Q9VWE6	FBgn0031052	Elys
M9PHZ3	FBgn0031054	Ssu72
Q0KHQ5	FBgn0031030	Tao
M9NGQ0	FBgn0031031	CG14218
Q9VWG5	FBgn0031033	CG14219
Q9W3N6	FBgn0040087	p115
Q9VWG2	FBgn0031036	CG14220
M9PHK6	FBgn0031042	CG14221
M9PI14	FBgn0031043	Naa20A
Q9VWE5	FBgn0031053	CG14223
Q9VWD9	FBgn0031057	Ubqn
M9NE35	FBgn0031055	et
Q9VWE0	FBgn0043903	dome
Q9VWD8	FBgn0031058	CG14227
Q24564	FBgn0086384	Mer
Q9VWD7	FBgn0031059	CG14229
Q9VWD4	FBgn0031062	CG14230
Q9VWD6	FBgn0031060	CG14231
Q9VWD5	FBgn0031061	CG14232
Q9V3Z3	FBgn0040089	meso18E
Q8IQW2	FBgn0031066	COX6B
Q9VBE8	FBgn0039428	CG14237
Q9VBE7	FBgn0039429	CG14238
Q9VBF6	FBgn0039424	ppk15
O01939	FBgn0020272	mst
Q9VBE1	FBgn0039435	TwdlP
Q9VBD3	FBgn0039443	TwdlS
Q9VBD2	FBgn0039444	TwdlD
Q9VBC3	FBgn0040607	CG14244
Q9VBC2	FBgn0039452	CG14245
Q9VBC1	FBgn0040608	CG14246
Q4V5R2	FBgn0039454	CG14247
Q9VBC8	FBgn0039448	TwdlQ
Q9VBA8	FBgn0002838	ms(3)K81
Q9VBA2	FBgn0039462	CG14252
Q9VB97	FBgn0039467	CG14253
Q9VB95	FBgn0039469	TwdlC
A0A0B4KHY9	FBgn0039479	CG14257
Q9VB80	FBgn0039482	CG14258
Q9VB79	FBgn0039483	CG14259
A0A0B4KH92	FBgn0039504	CG14260
Q9VB54	FBgn0039503	CG14262
Q9V401	FBgn0040393	CG14265
P40139	FBgn0010294	ng2
Q9W4S5	FBgn0029658	CG14269
A0A0B4KF37	FBgn0037347	SecS
Q9W4R8	FBgn0029665	CG14270
Q8MT08	FBgn0029667	Gas8
Q9VLN9	FBgn0032024	CG14273
Q9VLP0	FBgn0032023	CG14274
Q9VLP1	FBgn0032022	CG14275
Q9VLQ6	FBgn0032008	CG14277
Q9V9P7	FBgn0032967	CG1428
Q9VDY3	FBgn0038695	CG14280
Q9VDZ2	FBgn0038685	CG14282
Q9VE04	FBgn0038678	mRpL55
Q9VE10	FBgn0038674	CG14285
Q9VE11	FBgn0038673	CG14286
P40791	FBgn0011656	Mef2
Q7KSC4	FBgn0038662	Mpc1
Q9VE24	FBgn0038660	Sgsh
Q9VE26	FBgn0038658	CG14292
Q8T975	FBgn0038656	CG14294
Q8T390	FBgn0038659	EndoA
Q9VE30	FBgn0038655	CG14297
Q9VE31	FBgn0038654	CG14298
Q9VE34	FBgn0038651	Epg5
P51406	FBgn0010292	bys
Q59DW1	FBgn0038643	CG14300
Q9VE56	FBgn0038632	CG14301
Q9VE38	FBgn0038647	CG14302
Q9VE59	FBgn0038629	CG14304
Q9VE58	FBgn0038630	CG14305
Q8IN81	FBgn0004652	fru
Q9VE79	FBgn0038611	CG14309
Q9VE99	FBgn0038596	CG14312
Q9VEC0	FBgn0038579	CG14313
Q9VEB7	FBgn0038581	CG14314
Q9VED1	FBgn0038568	CG14315
Q9VED2	FBgn0038567	CG14316
Q9VED4	FBgn0038566	CG14317
Q9VEG3	FBgn0038540	CG14321
A0A0B4KHA8	FBgn0038532	CG14322
Q9VEH6	FBgn0038529	CG14323
Q9VEH8	FBgn0038527	CG14324
Q9VEH4	FBgn0038531	CG14325
Q9VEH7	FBgn0038528	CG14326
Q9VEH9	FBgn0038526	CG14327
Q9VEI2	FBgn0038525	CG14329
Q94546	FBgn0019637	Atu
Q9VEJ7	FBgn0038512	CG14330
A8JR34	FBgn0038510	CG14331
Q9VEK1	FBgn0038509	CG14332
Q9BMG9	FBgn0038498	beat-IIa
Q9VPW5	FBgn0031301	CG14339
Q9VY45	FBgn0030554	CG1434
Q9VPW6	FBgn0031302	CG14340
Q7KU06	FBgn0031315	CG14341
Q9VPZ2	FBgn0031324	CG14342
Q9VQ06	FBgn0031337	CG14346
M9PHB8	FBgn0026144	CBP
M9PC50	FBgn0261509	haf
Q9VQ27	FBgn0031351	CG14352
Q9VVM7	FBgn0036771	Wdr92
Q9VBL8	FBgn0039376	CG14354
Q9VFM5	FBgn0038208	CG14355
Q9VFM6	FBgn0038207	CG14356
Q9VFN1	FBgn0038204	CG14357
Q4V4I9	FBgn0038199	CCHa1
Q9VFN2	FBgn0038203	Or88a
Q9VFQ4	FBgn0038186	CG14362
Q9VFS4	FBgn0038170	CG14367
Q9VFU2	FBgn0038159	CG14369
Q9VFU3	FBgn0038158	CG14370
Q9VFU7	FBgn0038156	side-IV
Q9VFV6	FBgn0040553	CG14374
Q8SXL2	FBgn0038147	CCHa2
Q9VFV0	FBgn0038153	Ir87a
Q9VFV5	FBgn0038148	CG14377
Q9VFW3	FBgn0038142	CheA87a
Q9VA27	FBgn0015032	Cyp4c3
Q9VFY4	FBgn0038124	CG14380
Q9VG11	FBgn0038102	CG14383
Q8INI2	FBgn0038097	CG14384
Q9VG22	FBgn0038089	d-cup
Q9VG36	FBgn0038078	CG14391
Q4V5X1	FBgn0038079	NijC
Q9VG43	FBgn0038073	CG14395
Q7KT06	FBgn0011829	Ret
E1JHN0	FBgn0032914	CG14397
A8JV24	FBgn0030038	CG1440
Q9VII2	FBgn0032896	CG14400
M9NDC5	FBgn0032900	CG14401
Q8T4H6	FBgn0032894	CG14402
Q9VIJ1	FBgn0032888	CheB38c
Q9VY03	FBgn0030595	CG14406
Q8SXQ5	FBgn0030584	CG14407
B7Z0Y5	FBgn0030581	CG14408
Q7K3T3	FBgn0033464	CG1441
Q9VY14	FBgn0030583	CG14410
Q9VY15	FBgn0030582	CG14411
Q9VY28	FBgn0030572	mRpS25
X2JBU2	FBgn0030571	CG14414
Q9V459	FBgn0040352	CG14416
Q9V404	FBgn0040353	CG14417
M9PGC8	FBgn0040354	CG14418
Q9W4V3	FBgn0029639	CG14419
Q9VAR1	FBgn0039622	eIF4E6
Q9W4U7	FBgn0029643	CG14420
Q9W4U6	FBgn0029644	CG14421
Q9W4U5	FBgn0029645	CG14422
Q9W4U4	FBgn0029646	CG14423
O76870	FBgn0025644	CG14424
P32845	FBgn0004143	nullo
Q9W3T0	FBgn0029931	CG14427
Q8MS59	FBgn0039620	wat
Q9W3T7	FBgn0261284	bou
Q9W3U2	FBgn0029922	CG14431
Q9W3U9	FBgn0029915	CG14434
Q9W3V3	FBgn0029911	CG14435
Q9W3W4	FBgn0029502	Coq7
Q9W3W6	FBgn0287725	sov
Q9W3W7	FBgn0029898	CG14439
Q9W3N1	FBgn0029975	spidey
Q9W3X1	FBgn0029894	CG14440
Q9W3X0	FBgn0029895	CG14441
Q7YU88	FBgn0029893	CG14442
Q9W3Y5	FBgn0029880	CG14443
Q9W3Y6	FBgn0029879	APC7
A8JUZ6	FBgn0029851	CG14445
Q9W427	FBgn0262730	dtn
X2JIJ6	FBgn0029830	Grip
Q9VNR1	FBgn0037191	CG14448
M9PDB7	FBgn0037184	CG14450
Q9VNS1	FBgn0037183	CG14451
Q9VNS4	FBgn0037178	CG12546
Q9VNS4	FBgn0037180	CG14452
Q9VNS5	FBgn0037179	CG14453
Q9VNS7	FBgn0037177	CG14454
Q9VNS7	FBgn0052453	CG32453
Q9VNS9	FBgn0037175	CG14455
B7Z0A0	FBgn0037176	CG14456
Q59E08	FBgn0037174	CG14457
Q9VHX6	FBgn0037535	PIG-H
Q5LJQ3	FBgn0033000	CG14464
Q1ECC3	FBgn0033042	Tsp42A
O18400	FBgn0020912	Ptx1
Q9VLT5	FBgn0011230	poe
Q7KMM4	FBgn0027588	GCS2alpha
Q6NR30	FBgn0028953	CG14478
Q9VAS7	FBgn0265274	Inx3
Q7JWU9	FBgn0034242	CG14480
Q500Y7	FBgn0034245	UQCR-6.4
Q4QPR8	FBgn0034248	CG14483
Q8SXT3	FBgn0034262	swi2
A1ZAY9	FBgn0034272	Ir54a
A1ZAZ6	FBgn0034278	CG14488
Q7JRH7	FBgn0015522	olf186-M
P28167	FBgn0004607	zfh2
A1ZB08	FBgn0034281	CG14490
A1ZB13	FBgn0034284	CG14491
A1ZB12	FBgn0034283	CG14492
A1ZB23	FBgn0034293	CG14495
A0A0B4KEZ3	FBgn0034317	CG14499
A1ZB48	FBgn0034318	CG14500
Q7K174	FBgn0034321	CG14502
A1ZB59	FBgn0040737	Tango8
Q9V8F3	FBgn0034327	CG14505
A0A0B4KI17	FBgn0039659	CG14506
Q8IML0	FBgn0039655	CG14507
Q9VAM8	FBgn0039651	Cyt-c1L
Q8MQS2	FBgn0039647	jus
Q9VAS9	FBgn0015589	Apc
Q9VAN9	FBgn0039641	CG14511
Q9VAP1	FBgn0039639	Alg13
P25992	FBgn0005596	yem
Q9VAM5	FBgn0039654	Brd8
Q9VAN1	FBgn0039648	CG14515
Q9VAP0	FBgn0039640	superdeath
Q9VAQ8	FBgn0039625	beta4GalNAcTB
Q9VAR2	FBgn0039621	CG14518
Q9VAR6	FBgn0039617	DIP-gamma
Q9VAS1	FBgn0039612	Nepl19
Q9Y136	FBgn0027578	Nepl21
Q9VAS0	FBgn0039613	Nepl20
Q9VAS2	FBgn0039611	Nepl18
Q9VAS4	FBgn0039609	Nepl17
Q960Z0	FBgn0030268	Klp10A
Q9VAT5	FBgn0261289	CheB98a
Q8SZP2	FBgn0031957	TwdlE
Q9VLW2	FBgn0031955	CG14535
Q9VLW9	FBgn0031950	Herp
Q9VLW3	FBgn0031954	CG14537
P15619	FBgn0005642	wdn
Q9VBJ6	FBgn0039398	CG14540
Q9VBI3	FBgn0039402	Vps2
Q9VBI0	FBgn0039404	CG14543
Q9VBH7	FBgn0039407	CG14544
Q8SYK4	FBgn0040602	CG14545
Q9VBJ9	FBgn0039395	CG14546
Q01069	FBgn0002733	E(spl)mbeta-HLH
Q9VBI1	FBgn0039403	Sld5
P48456	FBgn0010015	CanA1
Q8MSE4	FBgn0039405	PIG-P
Q9VBH6	FBgn0039408	CG14551
Q9VBH0	FBgn0039413	CG14556
P23488	FBgn0004414	msopa
Q9VNW2	FBgn0037149	CG14561
Q9VNX0	FBgn0037142	CG14562
Q9VNX3	FBgn0037139	CG14563
Q9VNY3	FBgn0037131	CG14564
Q9VNY5	FBgn0037129	CG14565
Q9VNY7	FBgn0037127	CG14566
Q9VNY8	FBgn0037126	CG14567
Q9VNZ0	FBgn0037124	CG14568
Q9VNZ1	FBgn0037123	CG14569
Q9VNZ2	FBgn0037122	CG14570
Q9VNY6	FBgn0037128	CG14572
Q9VNY9	FBgn0037125	CG14573
Q8ITC7	FBgn0037100	CapaR
Q9VP04	FBgn0037110	ORMDL
Q9VRF5	FBgn0287645	ccb
Q9VAM6	FBgn0062442	Cisd2
Q9VRI8	FBgn0031181	Ir20a
Q9VVL1	FBgn0036757	Ir75a
A0A0B4K6Q0	FBgn0033063	CG14589
Q8T3Z4	FBgn0033061	SmydA-5
Q7JRB2	FBgn0033054	CG14591
Q4V622	FBgn0033058	CCHa2-R
Q9VIA7	FBgn0037503	CG14598
Q9VI79	FBgn0037486	CG14605
A0A1Z1CGZ4	FBgn0037485	CG14606
Q9VI81	FBgn0037488	CG14607
Q9VI80	FBgn0037487	thw
Q8T3W3	FBgn0037483	CG14609
Q9VY42	FBgn0030558	CG1461
Q9VI69	FBgn0037477	CG14610
Q9VI60	FBgn0040670	e(y)2b
Q9VR55	FBgn0031188	CG14613
Q9VR53	FBgn0266848	wap
Q9VR51	FBgn0031184	CG14615
Q9VR59	FBgn0027279	l(1)G0196
Q2PDW6	FBgn0031191	Cp110
Q9VR56	FBgn0031189	CG14618
Q8IQ27	FBgn0031187	Usp2
Q24238	FBgn0016123	Alp4
Q9VR52	FBgn0014395	tilB
Q9VR50	FBgn0031183	CG14621
M9MSM5	FBgn0025641	DAAM
Q9W5A6	FBgn0040357	CG14624
Q9U1L6	FBgn0040358	CG14625
Q9W5B0	FBgn0040360	CG14626
Q9W5B1	FBgn0040361	CG14627
Q9V3V1	FBgn0040365	CG14628
Q9W5B4	FBgn0040398	CG14629
Q8SX25	FBgn0030406	CG1463
Q9W5B5	FBgn0014903	CG14630
Q9W5B8	FBgn0029552	CG14631
Q9W5C8	FBgn0040892	CG14634
Q9W5C9	FBgn0029535	CG14635
Q9VMY7	FBgn0037217	CG14636
Q9V3C0	FBgn0015331	abs
Q9VMZ5	FBgn0037224	TwdlF
O18381	FBgn0005558	ey
Q9VMZ8	FBgn0037227	TwdlV
Q95RB1	FBgn0037220	CG14641
Q9VMZ3	FBgn0037222	CG14642
Q9VMZ6	FBgn0037225	TwdlG
A0A0B4KFI9	FBgn0250821	CG14644
Q9VN06	FBgn0040687	CG14645
Q9VN16	FBgn0037241	CG14646
B9A0N7	FBgn0037244	CG14647
Q9VN21	FBgn0263594	lost
Q9VN28	FBgn0037252	CG14650
Q9VN30	FBgn0037254	CG14651
Q9VN56	FBgn0037275	CG14655
Q9VN63	FBgn0037282	CG14657
Q9VN64	FBgn0037283	CG14658
Q9VN65	FBgn0037284	CG14659
A0A0B4LGL3	FBgn0020280	laf
Q9VN71	FBgn0037288	CG14661
Q9VN74	FBgn0037291	CG14662
A0A0B4K696	FBgn0040682	CG14664
Q9VN97	FBgn0037307	Tim17a2
Q59E05	FBgn0037317	CG14667
Q9VNB1	FBgn0037320	CG14668
Q9VNB7	FBgn0037326	CG14669
Q9VR90	FBgn0031106	Syx16
A0A0B4KF92	FBgn0037332	Hcs
Q9VND4	FBgn0037340	CG14671
Q9VNE7	FBgn0044823	Spec2
Q9I7P6	FBgn0037385	glob3
Q9VNJ3	FBgn0037388	CG14676
Q9W310	FBgn0030157	CG1468
Q9VGZ0	FBgn0037817	Cyp12e1
Q9VGY5	FBgn0037822	CG14683
Q9VGY3	FBgn0037824	CG14684
Q8INL2	FBgn0037831	Cap-H2
Q9VGX0	FBgn0037832	Desi
Q9VGW5	FBgn0037835	CG14687
Q9VGY8	FBgn0037819	CG14688
Q9VGY1	FBgn0037826	CG14689
Q9VA83	FBgn0015221	Fer2LCH
Q9VGX9	FBgn0037828	tomboy20
A0A0B4KH40	FBgn0037829	CG14691
Q9VGW4	FBgn0037836	CG14692
B7Z0V5	FBgn0037837	CG14693
Q9VGV6	FBgn0037845	CG14694
Q9VGV0	FBgn0037850	CG14695
Q9VGU7	FBgn0037853	CG14696
Q9VA09	FBgn0013973	Gycbeta100B
Q9VGQ9	FBgn0037883	Dph3
Q8INK6	FBgn0037906	PGRP-LB
Q9VGM5	FBgn0037910	CG14708
Q9VGM1	FBgn0263316	Mrp4
Q9VA70	FBgn0039774	CDase
Q7KSP9	FBgn0037920	CG14710
Q9VGL2	FBgn0037922	CG14711
Q9VGL0	FBgn0037924	CG14712
Q9VGK3	FBgn0037930	CG14715
Q9VGJ9	FBgn0037933	Ho
Q9VGJ4	FBgn0265271	CG14717
Q9VGJ3	FBgn0037939	CG14718
Q9VGJ2	FBgn0025821	I-t
A1Z813	FBgn0033460	Sec24AB
Q9VGJ1	FBgn0037940	CG14720
A0A0B4KFS3	FBgn0037942	CG14721
Q8T088	FBgn0037943	CG14722
E1JII9	FBgn0037950	HisCl1
Q94514	FBgn0019624	COX5A
Q9VGH1	FBgn0003312	sad
Q9VGG4	FBgn0037964	CG14731
Q9VGE8	FBgn0037976	Tk
Q9VGD8	FBgn0037985	ssp5
Q9VGD7	FBgn0037986	CG14736
Q9VGD6	FBgn0037987	CG14739
O44424	FBgn0023506	Es2
Q95TZ4	FBgn0037988	CG14740
A0A0B4K638	FBgn0037989	ATP8B
A0A0B4K759	FBgn0037997	CG14742
A1Z7I2	FBgn0033326	CG14743
A1Z7I1	FBgn0033324	CG14744
Q9V4X2	FBgn0043575	PGRP-SC2
C0HK98	FBgn0033327	PGRP-SC1b
C0HK98	FBgn0043576	PGRP-SC1a
Q9V4W1	FBgn0033316	Gle1
Q9VNE9	FBgn0037351	RpL13A
Q7JXV9	FBgn0022027	Vps25
A1Z7G2	FBgn0033307	CG14752
Q7JRA5	FBgn0033275	CG14756
Q4V5I9	FBgn0033274	CG14757
A1Z7C7	FBgn0033278	CG14759
A1Z7C5	FBgn0033277	CG14760
D0Z756	FBgn0033250	CG14762
Q7K035	FBgn0033243	CG14763
H0RN96	FBgn0033236	CG14764
Q95R82	FBgn0040777	CG14767
Q9W5A2	FBgn0029573	CG14770
Q9W588	FBgn0026872	CG14777
Q9W587	FBgn0029580	CG14778
Q2PE37	FBgn0013720	pck
P07182	FBgn0000359	Cp36
Q9W586	FBgn0025383	CG14780
X2JDV3	FBgn0260986	mei-38
O76902	FBgn0025381	rush
Q9W593	FBgn0027795	CG14785
Q9W592	FBgn0027794	Lrpprc2
Q9W591	FBgn0027793	CG14787
Q9W590	FBgn0266284	Ns3
Q9W589	FBgn0027791	O-fut2
Q9W585	FBgn0025382	Rab27
P38979	FBgn0003517	sta
O76888	FBgn0025393	CG14795
M9MS86	FBgn0025390	Mur2B
B4F613	FBgn0029587	CG14797
P40794	FBgn0004389	bnk
Q9XZT1	FBgn0026873	MED18
O46089	FBgn0023513	CG14803
Q9W552	FBgn0014411	Vps26
Q9W550	FBgn0023514	CG14805
Q9W549	FBgn0029594	Coa8
O76892	FBgn0025391	Scgdelta
M9NGI4	FBgn0029589	CG14810
Q9W560	FBgn0029590	CG14811
O96824	FBgn0026090	CG14812
Q7K7G0	FBgn0028969	deltaCOP
Q7KW09	FBgn0023515	CG14814
Q7KW08	FBgn0023516	Pex5
O46084	FBgn0023517	Pgam5
Q9W551	FBgn0026089	CG14817
O97420	FBgn0026088	CG14818
Q9VRZ3	FBgn0035718	CG14820
A8JNM0	FBgn0035719	tow
Q95ST0	FBgn0035734	CG14823
Q9VS19	FBgn0035741	BBS1
Q9VS31	FBgn0035750	CG14826
Q9VS36	FBgn0016036	mei-P22
Q9VS32	FBgn0035751	CG14829
P23226	FBgn0002645	Map205
Q9VS39	FBgn0035755	CG14830
Q9VS52	FBgn0035768	CG14834
Q9VS70	FBgn0035782	CG14835
Q8IQ88	FBgn0035797	CG14837
Q9VS90	FBgn0035799	CG14838
Q9VFL2	FBgn0038219	CG14839
Q24020	FBgn0000709	fliI
Q9VFL4	FBgn0038217	CG14840
Q9VFL3	FBgn0038218	CG14841
Q9VFI7	FBgn0038239	CG14850
Q9VFI6	FBgn0038240	CG14851
Q9VFI4	FBgn0038242	CG14852
Q9VFH8	FBgn0038246	CG14853
Q4V5L4	FBgn0038238	CG14854
Q9VFG2	FBgn0038260	CG14855
Q9VFG1	FBgn0038261	CG14856
Q9VFG0	FBgn0038262	CG14857
Q9VRG8	FBgn0031174	CG1486
Q9VFE8	FBgn0038273	CG14860
Q9VFE1	FBgn0038280	CG14861
Q0KI69	FBgn0038311	CG14864
Q9VF98	FBgn0011476	l(3)neo43
B7Z0K3	FBgn0038315	CG14866
Q9VF72	FBgn0038330	CG14868
A0A0B4KHK4	FBgn0286071	AdamTS-A
Q9V393	FBgn0040206	krz
Q9VF59	FBgn0038342	B9d1
Q4V645	FBgn0038343	Trissin
Q9VF16	FBgn0038380	CG14877
Q9VEW5	FBgn0038419	CG14879
Q9VYQ7	FBgn0030367	Cyp311a1
Q9VEW1	FBgn0038422	CG14880
Q8SY94	FBgn0038425	CG14881
Q9VEV2	FBgn0038429	CG14882
Q9VEU9	FBgn0038432	CG14883
Q9XZ58	FBgn0027053	CSN5
Q9VEU6	FBgn0038435	Gyc89Da
Q9VEU5	FBgn0038436	Gyc89Db
P17719	FBgn0004087	Dhfr
O18413	FBgn0020369	Rpt6
Q9VET4	FBgn0038445	CG14891
Q9VET2	FBgn0038447	CG14892
Q9VES5	FBgn0038451	CG14893
Q9VEV3	FBgn0038428	CG14894
A0A0B4KGS4	FBgn0044826	Pak3
Q8SZ16	FBgn0038437	Sdhaf3
Q9VEU2	FBgn0038438	Der-2
Q9VYQ8	FBgn0030366	Usp7
Q9VEU1	FBgn0038439	Cad89D
Q9VEU0	FBgn0038440	Gr89a
Q9VET9	FBgn0028381	Decay
Q9VET3	FBgn0038446	CG14903
O16158	FBgn0020907	Scp2
Q9VES4	FBgn0038452	CG14905
Q9VER8	FBgn0015351	CG14906
Q9VER7	FBgn0038455	CG14907
Q9VEQ6	FBgn0038458	VhaM9.7-d
A8DYZ1	FBgn0032331	CG14913
Q9VKK6	FBgn0032335	CG14915
Q9VKJ7	FBgn0041246	Gr32a
Q95NV8	FBgn0032336	AstC
Q9VYR2	FBgn0030361	CG1492
X2J7V2	FBgn0032337	AstCC
Q9VKJ5	FBgn0032345	CG14921
Q9VKH5	FBgn0283678	Osi21
Q9VKH4	FBgn0032360	CG14926
Q9VKG9	FBgn0032362	spz4
Q9VKG6	FBgn0032365	CG14929
Q9VKG5	FBgn0032366	CG14930
M9PCR1	FBgn0032374	CG14931
E1JHF9	FBgn0032375	CG14932
Q9VKE7	FBgn0040968	CG14933
Q9VKE6	FBgn0032381	Mal-B1
Q8IPA2	FBgn0032382	Mal-B2
Q9VKF3	FBgn0032376	Tsp33B
Q9VKF2	FBgn0032377	CG14937
O61360	FBgn0020309	crol
Q9VKF0	FBgn0032378	CycY
Q9VRG3	FBgn0031169	CG1494
Q24338	FBgn0000588	esc
Q9VKC3	FBgn0032402	PLCXD
Q9VKB8	FBgn0032405	firl
Q9VKB7	FBgn0032406	CG14947
Q9VXK1	FBgn0030723	dpr18
Q9VZZ2	FBgn0035358	CG14949
Q7JMV3	FBgn0016126	CaMKI
Q9VZT6	FBgn0035412	CG14957
Q9VZT5	FBgn0035413	CG14958
Q7KV71	FBgn0035427	ckd
Q9VZR8	FBgn0035428	CG14960
Q9VZQ7	FBgn0035439	CG14961
Q9VZU1	FBgn0035407	Asciz
Q9VZT9	FBgn0035409	CG14963
Q9VZT8	FBgn0035410	CG14964
Q960J7	FBgn0035414	CG14965
Q9VZT2	FBgn0035415	CG14966
Q9VZS7	FBgn0035420	hob
Q9VZR5	FBgn0035431	CG14968
Q95SH7	FBgn0035440	CG14969
Q9VZP2	FBgn0035449	CG14971
A0A0R4YDN3	FBgn0040694	CG14974
Q7KV62	FBgn0064227	Rdh
Q9VZL6	FBgn0035469	CG14977
Q9VZL7	FBgn0035468	Gr63a
Q9VZL5	FBgn0035470	Ccz1
M9PEJ1	FBgn0035473	mge
Q9VZK7	FBgn0035477	CG14982
Q9VZK5	FBgn0035479	CG14983
Q9VZK4	FBgn0035480	CG14984
D6W4V3	FBgn0035482	CG14985
Q9VZJ6	FBgn0035486	Gr64d
A8WHD3	FBgn0035495	CG14989
